"interval" "steps" "date" "mean_steps" "wday"
"166" 10 0 2012-10-31 0.132075471698113 "Weekday"
"167" 10 0 2012-10-16 0.132075471698113 "Weekday"
"168" 10 0 2012-10-14 0.132075471698113 "Weekend"
"169" 10 0 2012-10-07 0.132075471698113 "Weekend"
"170" 10 0 2012-10-20 0.132075471698113 "Weekend"
"171" 10 0 2012-10-26 0.132075471698113 "Weekday"
"172" 10 0 2012-10-09 0.132075471698113 "Weekday"
"173" 10 0 2012-10-17 0.132075471698113 "Weekday"
"174" 10 0 2012-11-17 0.132075471698113 "Weekend"
"175" 10 0 2012-11-08 0.132075471698113 "Weekday"
"176" 10 0 2012-11-27 0.132075471698113 "Weekday"
"177" 10 0 2012-11-12 0.132075471698113 "Weekday"
"178" 10 0 2012-10-24 0.132075471698113 "Weekday"
"179" 10 7 2012-10-10 0.132075471698113 "Weekday"
"180" 10 0 2012-10-02 0.132075471698113 "Weekday"
"181" 10 0 2012-10-03 0.132075471698113 "Weekday"
"182" 10 0 2012-10-15 0.132075471698113 "Weekday"
"183" 10 0 2012-10-13 0.132075471698113 "Weekend"
"184" 15 0 2012-10-30 0.150943396226415 "Weekday"
"185" 15 0 2012-11-18 0.150943396226415 "Weekend"
"186" 15 0 2012-10-12 0.150943396226415 "Weekday"
"187" 15 0.150943396226415 2012-11-30 0.150943396226415 "Weekday"
"188" 15 0 2012-11-28 0.150943396226415 "Weekday"
"189" 15 0 2012-11-07 0.150943396226415 "Weekday"
"190" 15 0 2012-11-19 0.150943396226415 "Weekday"
"191" 15 0 2012-11-02 0.150943396226415 "Weekday"
"192" 15 0 2012-11-11 0.150943396226415 "Weekend"
"193" 15 0 2012-10-28 0.150943396226415 "Weekend"
"194" 15 0 2012-11-20 0.150943396226415 "Weekday"
"195" 15 0.150943396226415 2012-11-09 0.150943396226415 "Weekday"
"196" 15 0 2012-11-21 0.150943396226415 "Weekday"
"197" 15 0 2012-11-16 0.150943396226415 "Weekday"
"198" 15 0 2012-11-03 0.150943396226415 "Weekend"
"199" 15 0.150943396226415 2012-10-08 0.150943396226415 "Weekday"
"200" 15 0 2012-11-22 0.150943396226415 "Weekday"
"201" 15 0.150943396226415 2012-11-04 0.150943396226415 "Weekend"
"202" 15 0 2012-10-26 0.150943396226415 "Weekday"
"203" 15 0 2012-10-18 0.150943396226415 "Weekday"
"204" 15 0 2012-10-27 0.150943396226415 "Weekend"
"205" 15 0.150943396226415 2012-10-01 0.150943396226415 "Weekday"
"206" 15 0 2012-11-23 0.150943396226415 "Weekday"
"207" 15 0 2012-11-06 0.150943396226415 "Weekday"
"208" 15 0 2012-10-16 0.150943396226415 "Weekday"
"209" 15 0 2012-10-25 0.150943396226415 "Weekday"
"210" 15 0 2012-10-22 0.150943396226415 "Weekday"
"211" 15 0 2012-10-29 0.150943396226415 "Weekday"
"212" 15 0 2012-10-02 0.150943396226415 "Weekday"
"213" 15 0 2012-10-17 0.150943396226415 "Weekday"
"214" 15 8 2012-10-11 0.150943396226415 "Weekday"
"215" 15 0 2012-11-05 0.150943396226415 "Weekday"
"216" 15 0 2012-11-08 0.150943396226415 "Weekday"
"217" 15 0 2012-11-17 0.150943396226415 "Weekend"
"218" 15 0 2012-10-21 0.150943396226415 "Weekend"
"219" 15 0 2012-11-26 0.150943396226415 "Weekday"
"220" 15 0 2012-10-31 0.150943396226415 "Weekday"
"221" 15 0 2012-10-19 0.150943396226415 "Weekday"
"222" 15 0 2012-10-04 0.150943396226415 "Weekday"
"223" 15 0 2012-10-07 0.150943396226415 "Weekend"
"224" 15 0 2012-10-20 0.150943396226415 "Weekend"
"225" 15 0 2012-10-14 0.150943396226415 "Weekend"
"226" 15 0 2012-10-05 0.150943396226415 "Weekday"
"227" 15 0.150943396226415 2012-11-10 0.150943396226415 "Weekend"
"228" 15 0 2012-10-15 0.150943396226415 "Weekday"
"229" 15 0 2012-10-24 0.150943396226415 "Weekday"
"230" 15 0 2012-10-09 0.150943396226415 "Weekday"
"231" 15 0 2012-10-06 0.150943396226415 "Weekend"
"232" 15 0 2012-11-29 0.150943396226415 "Weekday"
"233" 15 0 2012-10-10 0.150943396226415 "Weekday"
"234" 15 0 2012-11-27 0.150943396226415 "Weekday"
"235" 15 0 2012-11-12 0.150943396226415 "Weekday"
"236" 15 0 2012-10-03 0.150943396226415 "Weekday"
"237" 15 0 2012-11-24 0.150943396226415 "Weekend"
"238" 15 0 2012-11-15 0.150943396226415 "Weekday"
"239" 15 0 2012-10-13 0.150943396226415 "Weekend"
"240" 15 0.150943396226415 2012-11-01 0.150943396226415 "Weekday"
"241" 15 0 2012-10-23 0.150943396226415 "Weekday"
"242" 15 0 2012-11-13 0.150943396226415 "Weekday"
"243" 15 0 2012-11-25 0.150943396226415 "Weekend"
"244" 15 0.150943396226415 2012-11-14 0.150943396226415 "Weekday"
"245" 20 0 2012-11-21 0.0754716981132075 "Weekday"
"246" 20 0 2012-11-05 0.0754716981132075 "Weekday"
"247" 20 0 2012-10-29 0.0754716981132075 "Weekday"
"248" 20 0.0754716981132075 2012-10-08 0.0754716981132075 "Weekday"
"249" 20 0 2012-11-12 0.0754716981132075 "Weekday"
"250" 20 0 2012-11-03 0.0754716981132075 "Weekend"
"251" 20 0 2012-10-15 0.0754716981132075 "Weekday"
"252" 20 0 2012-10-19 0.0754716981132075 "Weekday"
"253" 20 0 2012-10-02 0.0754716981132075 "Weekday"
"254" 20 0 2012-11-22 0.0754716981132075 "Weekday"
"255" 20 0 2012-11-16 0.0754716981132075 "Weekday"
"256" 20 0 2012-10-14 0.0754716981132075 "Weekend"
"257" 20 0 2012-10-09 0.0754716981132075 "Weekday"
"258" 20 0 2012-11-17 0.0754716981132075 "Weekend"
"259" 20 0 2012-10-12 0.0754716981132075 "Weekday"
"260" 20 0 2012-11-25 0.0754716981132075 "Weekend"
"261" 20 0 2012-11-27 0.0754716981132075 "Weekday"
"262" 20 0 2012-10-28 0.0754716981132075 "Weekend"
"263" 20 0 2012-10-31 0.0754716981132075 "Weekday"
"264" 20 0.0754716981132075 2012-10-01 0.0754716981132075 "Weekday"
"265" 20 0 2012-10-20 0.0754716981132075 "Weekend"
"266" 20 0 2012-10-05 0.0754716981132075 "Weekday"
"267" 20 0 2012-11-07 0.0754716981132075 "Weekday"
"268" 20 0.0754716981132075 2012-11-09 0.0754716981132075 "Weekday"
"269" 20 0 2012-11-19 0.0754716981132075 "Weekday"
"270" 20 0 2012-10-24 0.0754716981132075 "Weekday"
"271" 20 0.0754716981132075 2012-11-10 0.0754716981132075 "Weekend"
"272" 20 0 2012-10-06 0.0754716981132075 "Weekend"
"273" 20 0 2012-11-11 0.0754716981132075 "Weekend"
"274" 20 0 2012-11-23 0.0754716981132075 "Weekday"
"275" 20 0 2012-10-04 0.0754716981132075 "Weekday"
"276" 20 0 2012-10-07 0.0754716981132075 "Weekend"
"277" 20 0 2012-10-16 0.0754716981132075 "Weekday"
"278" 20 0.0754716981132075 2012-11-30 0.0754716981132075 "Weekday"
"279" 20 0 2012-11-15 0.0754716981132075 "Weekday"
"280" 20 0 2012-11-26 0.0754716981132075 "Weekday"
"281" 20 4 2012-10-23 0.0754716981132075 "Weekday"
"282" 20 0.0754716981132075 2012-11-04 0.0754716981132075 "Weekend"
"283" 20 0 2012-11-13 0.0754716981132075 "Weekday"
"284" 20 0 2012-11-18 0.0754716981132075 "Weekend"
"285" 20 0 2012-10-18 0.0754716981132075 "Weekday"
"286" 20 0 2012-10-27 0.0754716981132075 "Weekend"
"287" 20 0.0754716981132075 2012-11-14 0.0754716981132075 "Weekday"
"288" 20 0 2012-11-28 0.0754716981132075 "Weekday"
"289" 20 0 2012-10-10 0.0754716981132075 "Weekday"
"290" 20 0 2012-11-06 0.0754716981132075 "Weekday"
"291" 20 0 2012-11-24 0.0754716981132075 "Weekend"
"292" 20 0 2012-10-30 0.0754716981132075 "Weekday"
"293" 20 0 2012-11-29 0.0754716981132075 "Weekday"
"294" 20 0 2012-10-26 0.0754716981132075 "Weekday"
"295" 20 0 2012-10-11 0.0754716981132075 "Weekday"
"296" 20 0 2012-10-22 0.0754716981132075 "Weekday"
"297" 20 0 2012-11-20 0.0754716981132075 "Weekday"
"298" 20 0 2012-11-08 0.0754716981132075 "Weekday"
"299" 20 0 2012-10-21 0.0754716981132075 "Weekend"
"300" 20 0.0754716981132075 2012-11-01 0.0754716981132075 "Weekday"
"301" 20 0 2012-10-25 0.0754716981132075 "Weekday"
"302" 20 0 2012-10-13 0.0754716981132075 "Weekend"
"303" 20 0 2012-10-03 0.0754716981132075 "Weekday"
"304" 20 0 2012-10-17 0.0754716981132075 "Weekday"
"305" 20 0 2012-11-02 0.0754716981132075 "Weekday"
"306" 25 0 2012-10-04 2.09433962264151 "Weekday"
"307" 25 0 2012-10-02 2.09433962264151 "Weekday"
"308" 25 0 2012-11-03 2.09433962264151 "Weekend"
"309" 25 0 2012-11-15 2.09433962264151 "Weekday"
"310" 25 0 2012-11-18 2.09433962264151 "Weekend"
"311" 25 0 2012-10-23 2.09433962264151 "Weekday"
"312" 25 0 2012-10-24 2.09433962264151 "Weekday"
"313" 25 2.09433962264151 2012-10-08 2.09433962264151 "Weekday"
"314" 25 0 2012-11-25 2.09433962264151 "Weekend"
"315" 25 0 2012-11-29 2.09433962264151 "Weekday"
"316" 25 0 2012-11-02 2.09433962264151 "Weekday"
"317" 25 2.09433962264151 2012-11-30 2.09433962264151 "Weekday"
"318" 25 0 2012-10-16 2.09433962264151 "Weekday"
"319" 25 0 2012-11-21 2.09433962264151 "Weekday"
"320" 25 0 2012-10-07 2.09433962264151 "Weekend"
"321" 25 0 2012-10-20 2.09433962264151 "Weekend"
"322" 25 0 2012-10-26 2.09433962264151 "Weekday"
"323" 25 0 2012-11-19 2.09433962264151 "Weekday"
"324" 25 0 2012-11-13 2.09433962264151 "Weekday"
"325" 25 35 2012-10-15 2.09433962264151 "Weekday"
"326" 25 0 2012-11-05 2.09433962264151 "Weekday"
"327" 25 2.09433962264151 2012-10-01 2.09433962264151 "Weekday"
"328" 25 2.09433962264151 2012-11-14 2.09433962264151 "Weekday"
"329" 25 0 2012-11-23 2.09433962264151 "Weekday"
"330" 25 0 2012-10-13 2.09433962264151 "Weekend"
"331" 25 0 2012-11-06 2.09433962264151 "Weekday"
"332" 25 0 2012-11-24 2.09433962264151 "Weekend"
"333" 25 0 2012-10-28 2.09433962264151 "Weekend"
"334" 25 0 2012-10-19 2.09433962264151 "Weekday"
"335" 25 0 2012-11-16 2.09433962264151 "Weekday"
"336" 25 0 2012-11-22 2.09433962264151 "Weekday"
"337" 25 0 2012-11-28 2.09433962264151 "Weekday"
"338" 25 0 2012-10-17 2.09433962264151 "Weekday"
"339" 25 0 2012-10-03 2.09433962264151 "Weekday"
"340" 25 0 2012-10-27 2.09433962264151 "Weekend"
"341" 25 0 2012-11-20 2.09433962264151 "Weekday"
"342" 25 0 2012-11-26 2.09433962264151 "Weekday"
"343" 25 0 2012-10-06 2.09433962264151 "Weekend"
"344" 25 0 2012-11-27 2.09433962264151 "Weekday"
"345" 25 0 2012-10-25 2.09433962264151 "Weekday"
"346" 25 2.09433962264151 2012-11-09 2.09433962264151 "Weekday"
"347" 25 0 2012-10-22 2.09433962264151 "Weekday"
"348" 25 52 2012-10-14 2.09433962264151 "Weekend"
"349" 25 0 2012-11-07 2.09433962264151 "Weekday"
"350" 25 2.09433962264151 2012-11-04 2.09433962264151 "Weekend"
"351" 25 2.09433962264151 2012-11-01 2.09433962264151 "Weekday"
"352" 25 0 2012-10-29 2.09433962264151 "Weekday"
"353" 25 0 2012-11-17 2.09433962264151 "Weekend"
"354" 25 0 2012-10-30 2.09433962264151 "Weekday"
"355" 25 13 2012-10-09 2.09433962264151 "Weekday"
"356" 25 11 2012-10-18 2.09433962264151 "Weekday"
"357" 25 0 2012-11-12 2.09433962264151 "Weekday"
"358" 25 0 2012-10-31 2.09433962264151 "Weekday"
"359" 25 2.09433962264151 2012-11-10 2.09433962264151 "Weekend"
"360" 25 0 2012-10-10 2.09433962264151 "Weekday"
"361" 25 0 2012-11-08 2.09433962264151 "Weekday"
"362" 25 0 2012-10-11 2.09433962264151 "Weekday"
"363" 25 0 2012-11-11 2.09433962264151 "Weekend"
"364" 25 0 2012-10-05 2.09433962264151 "Weekday"
"365" 25 0 2012-10-12 2.09433962264151 "Weekday"
"366" 25 0 2012-10-21 2.09433962264151 "Weekend"
"367" 30 0 2012-10-16 0.528301886792453 "Weekday"
"368" 30 0 2012-11-12 0.528301886792453 "Weekday"
"369" 30 0.528301886792453 2012-11-01 0.528301886792453 "Weekday"
"370" 30 0 2012-10-04 0.528301886792453 "Weekday"
"371" 30 0 2012-10-20 0.528301886792453 "Weekend"
"372" 30 0 2012-11-20 0.528301886792453 "Weekday"
"373" 30 0 2012-11-21 0.528301886792453 "Weekday"
"374" 30 0 2012-10-28 0.528301886792453 "Weekend"
"375" 30 0 2012-11-03 0.528301886792453 "Weekend"
"376" 30 0.528301886792453 2012-10-01 0.528301886792453 "Weekday"
"377" 30 0 2012-11-22 0.528301886792453 "Weekday"
"378" 30 0.528301886792453 2012-10-08 0.528301886792453 "Weekday"
"379" 30 0 2012-10-26 0.528301886792453 "Weekday"
"380" 30 0 2012-11-15 0.528301886792453 "Weekday"
"381" 30 0 2012-10-11 0.528301886792453 "Weekday"
"382" 30 0 2012-11-23 0.528301886792453 "Weekday"
"383" 30 0 2012-11-05 0.528301886792453 "Weekday"
"384" 30 0 2012-11-17 0.528301886792453 "Weekend"
"385" 30 0 2012-11-26 0.528301886792453 "Weekday"
"386" 30 0 2012-10-30 0.528301886792453 "Weekday"
"387" 30 0 2012-10-13 0.528301886792453 "Weekend"
"388" 30 0 2012-11-06 0.528301886792453 "Weekday"
"389" 30 0 2012-10-31 0.528301886792453 "Weekday"
"390" 30 0 2012-11-16 0.528301886792453 "Weekday"
"391" 30 0 2012-10-05 0.528301886792453 "Weekday"
"392" 30 0 2012-11-19 0.528301886792453 "Weekday"
"393" 30 0 2012-11-25 0.528301886792453 "Weekend"
"394" 30 0.528301886792453 2012-11-10 0.528301886792453 "Weekend"
"395" 30 0.528301886792453 2012-11-04 0.528301886792453 "Weekend"
"396" 30 0 2012-10-15 0.528301886792453 "Weekday"
"397" 30 0 2012-11-27 0.528301886792453 "Weekday"
"398" 30 0 2012-11-11 0.528301886792453 "Weekend"
"399" 30 0 2012-11-02 0.528301886792453 "Weekday"
"400" 30 0 2012-11-24 0.528301886792453 "Weekend"
"401" 30 0.528301886792453 2012-11-30 0.528301886792453 "Weekday"
"402" 30 0 2012-10-25 0.528301886792453 "Weekday"
"403" 30 0.528301886792453 2012-11-09 0.528301886792453 "Weekday"
"404" 30 0 2012-10-22 0.528301886792453 "Weekday"
"405" 30 0 2012-11-13 0.528301886792453 "Weekday"
"406" 30 0 2012-10-17 0.528301886792453 "Weekday"
"407" 30 0 2012-11-07 0.528301886792453 "Weekday"
"408" 30 0 2012-10-21 0.528301886792453 "Weekend"
"409" 30 28 2012-10-09 0.528301886792453 "Weekday"
"410" 30 0.528301886792453 2012-11-14 0.528301886792453 "Weekday"
"411" 30 0 2012-10-27 0.528301886792453 "Weekend"
"412" 30 0 2012-10-07 0.528301886792453 "Weekend"
"413" 30 0 2012-10-06 0.528301886792453 "Weekend"
"414" 30 0 2012-10-10 0.528301886792453 "Weekday"
"415" 30 0 2012-10-19 0.528301886792453 "Weekday"
"416" 30 0 2012-10-23 0.528301886792453 "Weekday"
"417" 30 0 2012-11-18 0.528301886792453 "Weekend"
"418" 30 0 2012-11-08 0.528301886792453 "Weekday"
"419" 30 0 2012-10-29 0.528301886792453 "Weekday"
"420" 30 0 2012-10-12 0.528301886792453 "Weekday"
"421" 30 0 2012-10-02 0.528301886792453 "Weekday"
"422" 30 0 2012-10-14 0.528301886792453 "Weekend"
"423" 30 0 2012-10-18 0.528301886792453 "Weekday"
"424" 30 0 2012-11-28 0.528301886792453 "Weekday"
"425" 30 0 2012-11-29 0.528301886792453 "Weekday"
"426" 30 0 2012-10-03 0.528301886792453 "Weekday"
"427" 30 0 2012-10-24 0.528301886792453 "Weekday"
"428" 35 0 2012-11-27 0.867924528301887 "Weekday"
"429" 35 0.867924528301887 2012-11-30 0.867924528301887 "Weekday"
"430" 35 0 2012-11-16 0.867924528301887 "Weekday"
"431" 35 0.867924528301887 2012-11-09 0.867924528301887 "Weekday"
"432" 35 0.867924528301887 2012-11-10 0.867924528301887 "Weekend"
"433" 35 0 2012-11-25 0.867924528301887 "Weekend"
"434" 35 0 2012-10-11 0.867924528301887 "Weekday"
"435" 35 0 2012-11-19 0.867924528301887 "Weekday"
"436" 35 0 2012-11-03 0.867924528301887 "Weekend"
"437" 35 0 2012-11-11 0.867924528301887 "Weekend"
"438" 35 0 2012-11-15 0.867924528301887 "Weekday"
"439" 35 0 2012-11-12 0.867924528301887 "Weekday"
"440" 35 0 2012-11-29 0.867924528301887 "Weekday"
"441" 35 0 2012-11-24 0.867924528301887 "Weekend"
"442" 35 0 2012-10-23 0.867924528301887 "Weekday"
"443" 35 0 2012-10-31 0.867924528301887 "Weekday"
"444" 35 46 2012-10-25 0.867924528301887 "Weekday"
"445" 35 0 2012-11-18 0.867924528301887 "Weekend"
"446" 35 0.867924528301887 2012-11-14 0.867924528301887 "Weekday"
"447" 35 0 2012-10-17 0.867924528301887 "Weekday"
"448" 35 0 2012-10-26 0.867924528301887 "Weekday"
"449" 35 0.867924528301887 2012-11-04 0.867924528301887 "Weekend"
"450" 35 0 2012-11-21 0.867924528301887 "Weekday"
